user,w_R,w_I,ll_mean
175,0.37499999861937006,0.6250000013806299,-0.48257756517701217
176,0.9999995754650071,4.245349929671128e-07,-0.6931472159379513
177,0.416666674981398,0.583333325018602,-0.5117400734174093
178,0.9444444347476538,0.055555565252346194,-0.6916031758694978
179,0.7777777660952018,0.2222222339047982,-0.6682484776645388
180,0.5352112627635384,0.4647887372364616,-0.5808627788667157
181,0.5633804275120927,0.4366195724879073,-0.5945425145058297
182,0.6666666453656768,0.33333335463432323,-0.6365141682948131
183,0.8333333594914287,0.16666664050857125,-0.679193265991526
184,0.3333333077359777,0.6666666922640223,-0.4505612088663053
185,0.6250001486916615,0.37499985130833846,-0.6210863745552581
186,0.9999996387668789,3.6123312105813447e-07,-0.6931471805600106
187,0.9999994636554488,5.363445511637444e-07,-0.6931472848493075
188,0.54285713853549,0.45714286146451,-0.5846745581478878
189,0.637681154051563,0.36231884594843694,-0.6259924284486258
190,0.7777777660970376,0.2222222339029624,-0.6682484776645388
191,0.6944443816041423,0.3055556183958577,-0.6457101064871996
192,0.7605632606083603,0.2394367393916397,-0.6642018590903318
193,0.41666667498760157,0.5833333250123984,-0.5117400734174093
194,0.5833332509187708,0.41666674908122925,-0.6036372515003302
195,0.4166666749793768,0.5833333250206232,-0.5117400734174093
196,0.20833324286252597,0.791666757137474,-0.33414279138720016
197,0.9166666574228606,0.08333334257713941,-0.6896709283570268
198,0.499999995610125,0.500000004389875,-0.5623351446188084
199,0.6666666453662622,0.33333335463373776,-0.6365141682948131
200,0.9999994591058439,5.408941561770026e-07,-0.6931472106097671
201,0.3333333077341367,0.6666666922658633,-0.45056120886630524
202,0.9999996387668789,3.6123312105813447e-07,-0.6931471805600106
203,0.3333333077341284,0.6666666922658716,-0.4505612088663053
204,0.9999996387668789,3.612331210581404e-07,-0.6931471805600107
205,0.8333333594914344,0.16666664050856558,-0.679193265991526
206,0.8055554558387529,0.1944445441612471,-0.674121896176742
207,0.999999416962043,5.83037957057668e-07,-0.6931472544663352
208,0.6111111066190161,0.38888889338098387,-0.615498282275913
209,0.5555555523125586,0.44444444768744146,-0.5908422462755825
210,0.4444444655205205,0.5555555344794795,-0.529706199057655
211,0.7272727202084894,0.2727272797915105,-0.6554817739013928
212,0.33333330773413583,0.6666666922658642,-0.45056120886630524
213,0.3333333077366013,0.6666666922633987,-0.45056120886630524
215,0.25000002193576165,0.7499999780642383,-0.37677016125643736
216,0.9166666574228939,0.0833333425771061,-0.6896709283570268
217,0.9999994233925701,5.76607429954891e-07,-0.6931472049238061
218,0.6666666453690449,0.3333333546309551,-0.6365141682948131
219,0.9999994636554488,5.363445511637444e-07,-0.6931474487323648
220,0.5833332509198018,0.4166667490801982,-0.6036372515003303
221,0.625000148690741,0.374999851309259,-0.621086374555258
222,0.9999994636554488,5.363445511637444e-07,-0.6931473543055072
223,0.9999995754650071,4.2453499296711226e-07,-0.6931472159379514
224,0.999999466100207,5.338997930025045e-07,-0.6931472547128369
226,0.9166666574228798,0.08333334257712019,-0.6896709283570268
227,0.08333329180090765,0.9166667081990924,-0.1732052067491825
228,0.9999994636554488,5.363445511637444e-07,-0.6931473845221017
230,0.9722221959856726,0.02777780401432737,-0.6927613284609753
231,0.9583333060818907,0.041666693918109315,-0.6922788736563191
232,0.6666666453679262,0.33333335463207375,-0.6365141682948131
233,0.6111111066189866,0.3888888933810134,-0.615498282275913
234,0.8333333594916762,0.1666666405083238,-0.679193265991526
235,0.6666666453656946,0.3333333546343054,-0.6365141682948132
236,0.8055554558401541,0.19444454415984597,-0.674121896176742
237,0.9999996387668789,3.6123312105813447e-07,-0.6931471805600106
238,0.9999995649743704,4.350256296288859e-07,-0.6931472479583772
239,0.8611111072095297,0.1388888927904703,-0.6834708679894422
240,0.8333333594912085,0.1666666405087915,-0.679193265991526
241,0.999999466100207,5.338997930024967e-07,-0.6931472547128368
242,0.5277777725809025,0.4722222274190974,-0.5770853964823771
244,0.9565217121324213,0.04347828786757865,-0.692201702962277
245,0.8333333594914162,0.16666664050858385,-0.679193265991526
246,0.9999994636554488,5.363445511637444e-07,-0.6931472699508477
247,0.6666666453679356,0.33333335463206437,-0.6365141682948132
248,0.9722221959859978,0.027777804014002216,-0.6927613284609753
249,0.5833332509196413,0.4166667490803587,-0.6036372515003302
250,0.7222222146196691,0.2777777853803309,-0.6540548103069318
251,0.9999994636554488,5.363445511637444e-07,-0.6931472699508477
252,0.8055554558401541,0.19444454415984597,-0.674121896176742
254,0.9999996387668789,3.6123312105813447e-07,-0.6931471805600106
255,0.9999993837695046,6.16230495407813e-07,-0.6931471976776488
256,0.7499998525129214,0.2500001474870785,-0.6615632381579938
257,0.3888887790405201,0.6111112209594799,-0.4926036575395936
258,0.7916666237411026,0.2083333762588974,-0.6712860177043479
259,0.2500000219358214,0.7499999780641786,-0.37677016125643736
260,0.4166666749854898,0.5833333250145102,-0.5117400734174093
261,0.5633804275111518,0.43661957248884814,-0.5945425145058297
262,0.9999996380501782,3.619498218122773e-07,-0.6931472162452046
263,0.6760563176482899,0.32394368235171006,-0.6397189022705632
264,0.41666667498352006,0.5833333250164799,-0.5117400734174092
265,0.6760563176508305,0.32394368234916954,-0.6397189022705632
266,0.873239431483042,0.12676056851695802,-0.6850914051596679
267,0.6111111066114046,0.3888888933885954,-0.615498282275913
268,0.8055554558397013,0.19444454416029863,-0.674121896176742
269,0.9722221959853522,0.02777780401464776,-0.6927613284609754
270,0.5416666622607327,0.45833333773926727,-0.5840859317593606
271,0.888888882099246,0.11111111790075395,-0.6869615765973234
272,0.9999994218017556,5.78198244373946e-07,-0.693147204651706
273,0.8333333594914423,0.16666664050855773,-0.679193265991526
274,0.6571428388044704,0.3428571611955296,-0.633162324238742
275,0.999999464972918,5.350270819195435e-07,-0.6931472111330645
276,0.8888888821007178,0.1111111178992822,-0.6869615765973234
277,0.7499998525192579,0.2500001474807421,-0.6615632381579937
278,0.9999996387668789,3.612331210581371e-07,-0.6931471805600107
279,0.8749999946801028,0.12500000531989724,-0.6853142072764582
280,0.6666666453656768,0.33333335463432323,-0.6365141682948131
281,0.8936170140023497,0.10638298599765031,-0.6874777893536668
282,0.8732394314939749,0.12676056850602518,-0.6850914051596679
283,0.9166666574239608,0.08333334257603918,-0.6896709283570268
284,0.8888888821007178,0.1111111178992822,-0.6869615765973234
285,0.6111111066228361,0.38888889337716387,-0.615498282275913
286,0.3333333077329036,0.6666666922670964,-0.45056120886630524
287,0.9295774549853655,0.07042254501463449,-0.6906654601681251
288,0.5915492475667721,0.4084507524332279,-0.6072415465680889
289,0.9999994591058439,5.408941561770026e-07,-0.6931472106097671
290,0.6666666453690449,0.3333333546309551,-0.636514168294813
291,0.9999996387668789,3.6123312105813447e-07,-0.6931471805600106
292,0.5555555523088959,0.44444444769110414,-0.5908422462755826
293,0.9999994591058439,5.408941561770026e-07,-0.6931472106097671
294,0.5277777725808624,0.47222222741913755,-0.5770853964823771
296,0.5833332509182599,0.41666674908174006,-0.6036372515003303
297,0.47222223993311585,0.5277777600668841,-0.5465556740613116
298,0.535211262760156,0.46478873723984404,-0.5808627788667154
299,0.3611110971149457,0.6388889028850543,-0.47223485738498017
300,0.9444444347476589,0.0555555652523411,-0.6916031758694978
301,0.8888888820992543,0.11111111790074568,-0.6869615765973234
302,0.5833332509175579,0.41666674908244206,-0.6036372515003303
303,0.7777777660970302,0.22222223390296983,-0.6682484776645388
304,0.8055554558391932,0.1944445441608068,-0.674121896176742
305,0.5833332509182599,0.41666674908174006,-0.6036372515003303
306,0.3055555472880258,0.6944444527119742,-0.4274973174139156
307,0.7222222146243018,0.27777778537569825,-0.6540548103069317
308,0.9999994636554488,5.363445511637444e-07,-0.693147314646227
