User_ID,phenotype_kmeans,phi_star,note,n,match_rate_phi_star,H_Dphi,H_Dphi|g,H_Dphi|TS_quad,I_Dphi;g,I_Dphi;T,I_Dphi;S,I_Dphi;S-T,I_Dphi;TS_quad
76,Trustful,Trustful,assigned rule,15,0.6,1.0190404291509674,0.6034890343550516,1.0079107335811108,0.41555139479591574,0.4244450915845064,0.4244450915845064,0.6561940930917032,0.011129695569856546
77,Envious,Envious,assigned rule,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Envious,Envious,assigned rule,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Envious,Envious,assigned rule,15,0.9333333333333333,0.40144916971772016,0.0,0.2317490015071967,0.40144916971772016,0.40144916971772016,0.22002600168808803,0.40144916971772016,0.16970016821052344
80,Optimist,Optimist,assigned rule,15,0.6,1.0190404291509674,0.7606103372779984,1.1256926721185285,0.25843009187296895,0.2430219235548743,0.2430219235548743,0.4244450915845064,-0.10665224296756115
81,Optimist,Optimist,assigned rule,15,0.4666666666666667,1.0448814666779354,0.6034890343550516,1.0996687037476491,0.4413924323228837,0.465694297429569,0.6820351306186712,1.0448814666779354,-0.05478723706971378
82,Undefined,Envious,best-fit rule (Undefined),15,0.5333333333333333,1.0448814666779354,0.47015570102171833,0.7345863689071193,0.574725765656217,0.45028612911147436,0.8634582986483033,0.6820351306186712,0.3102950977708161
83,Trustful,Trustful,assigned rule,15,0.8666666666666667,0.6145993412492041,0.4961796693925976,0.5204815344992829,0.11841967185660651,0.433176173219572,0.25175300518993987,0.433176173219572,0.0941178067499212
84,Envious,Envious,assigned rule,15,0.7333333333333333,0.884730576637466,0.8352380358622484,0.8922215673471379,0.049492540775217586,0.4715584071006372,0.5218842405782018,0.3404610725485696,-0.007490990709671852
85,Envious,Envious,assigned rule,15,0.9333333333333333,0.40144916971772016,0.2317490015071967,0.2317490015071967,0.16970016821052344,0.40144916971772016,0.16970016821052344,0.40144916971772016,0.16970016821052344
86,Envious,Envious,assigned rule,18,0.7777777777777778,0.804279368755536,0.8947039461473083,0.921938668129145,-0.09042457739177234,0.28154853213498165,0.3507214486814556,0.28154853213498177,-0.11765929937360908
87,Envious,Envious,assigned rule,18,0.7777777777777778,0.804279368755536,0.5646690311851914,0.6195667214130917,0.23961033757034456,0.45996922747484525,0.23961033757034456,0.45996922747484525,0.1847126473424443
88,Undefined,Optimist,best-fit rule (Undefined),18,0.6666666666666666,0.9583706963014053,1.0620284781416303,1.0662164760130417,-0.103657781840225,0.2425156917581871,0.2425156917581871,0.6140605550207145,-0.10784577971163645
89,Trustful,Trustful,assigned rule,18,0.9444444444444444,0.3496182913972408,0.15118597335802678,0.2203588899045007,0.19843231803921405,0.3496182913972408,0.19843231803921405,0.12925940149274012,0.12925940149274012
90,Trustful,Trustful,assigned rule,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Envious,Envious,assigned rule,18,0.9444444444444444,0.3496182913972408,0.0,0.1931241679226639,0.3496182913972408,0.19843231803921405,0.12925940149274012,0.3496182913972408,0.15649412347457692
92,Optimist,Optimist,assigned rule,18,0.8333333333333334,0.6900972838952698,0.5301422506110465,0.5301422506110465,0.15995503328422334,0.23653936382118945,0.1673664472747155,0.44948683973519793,0.15995503328422334
93,Envious,Envious,assigned rule,18,0.9444444444444444,0.3496182913972408,0.24061044416007188,0.25674900279636703,0.10900784723716894,0.12925940149274012,0.07944845970164227,0.15649412347457692,0.09286928860087379
95,Optimist,Optimist,assigned rule,18,0.6666666666666666,0.9583706963014053,0.8689043102189664,0.8777508102629535,0.08946638608243884,0.09132971840016035,0.39370166511621385,0.5048127762273249,0.08061988603845172
96,Optimist,Optimist,assigned rule,18,0.7222222222222222,0.8924800408963943,0.7472777243964663,0.8707676425366879,0.14520231649992799,0.36974920427584,0.35504573169303966,0.7412940675383676,0.021712398359706397
97,Optimist,Optimist,assigned rule,18,0.6666666666666666,0.9583706963014053,0.7596565314255768,0.912705837101325,0.1987141648758285,0.15309122095614203,0.26975041374002384,0.35176347055157675,0.04566485920008023
98,Envious,Envious,assigned rule,18,0.8333333333333334,0.6900972838952698,0.7015797782246445,0.7311391657601711,-0.011482494329374648,0.23467603150346805,0.5389113105372431,0.3457871426145791,-0.04104188186490132
99,Optimist,Optimist,assigned rule,18,0.6111111111111112,1.0041536270551445,0.9182539187740959,0.9874268353205697,0.08589970828104865,0.140797398508949,0.6326087637926171,0.48142279043459035,0.01672679173457481
100,Envious,Envious,assigned rule,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Pessimist,Pessimist,assigned rule,18,0.6666666666666666,0.9583706963014053,0.908979172465882,0.9035504461912954,0.049391523835523254,0.35176347055157675,0.1185644403819972,0.30982527598693965,0.054820250110109825
102,Envious,Envious,assigned rule,18,0.6666666666666666,0.9583706963014053,0.7740511131423348,0.9671752810649987,0.1843195831590705,0.2825905540051028,0.6485873355948595,0.7652465283787413,-0.00880458476359347
103,Envious,Envious,assigned rule,18,0.9444444444444444,0.3496182913972408,0.24061044416007188,0.24061044416007188,0.10900784723716894,0.3496182913972408,0.15649412347457692,0.19843231803921405,0.10900784723716894
104,Envious,Envious,assigned rule,17,0.9411764705882353,0.3651891659823677,0.23332117754594192,0.23332117754594192,0.1318679884364258,0.3651891659823677,0.20510990007386878,0.3651891659823677,0.1318679884364258
105,Envious,Envious,assigned rule,17,0.8235294117647058,0.7147270241606074,0.7214063547907835,0.7214063547907835,-0.006679330630176117,0.16124731479766763,0.24808466906872356,0.3501633451575231,-0.006679330630176117
106,Pessimist,Pessimist,assigned rule,17,0.7647058823529411,0.8295587932862386,0.8356403847823448,0.8620157386474416,-0.006081591496106209,0.16582596739816835,0.2970684688553106,0.3493209955607418,-0.03245694536120303
107,Undefined,Envious,best-fit rule (Undefined),17,0.6470588235294118,0.9790995889625321,0.9799898583879572,1.0845299450630166,-0.0008902694254250276,0.4544566440509489,0.1034884076814776,0.49886179123703533,-0.10543035610048446
108,Optimist,Optimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.7658115019768699,0.8859199713866591,0.21328808698566226,0.41005149686486253,0.6145359099594478,0.5856991455080913,0.09317961757587301
109,Pessimist,Pessimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.7369747375255133,1.0938174133132126,0.24212485143701878,0.4544566440509489,0.5642563233551335,0.6145359099594478,-0.11471782435068045
111,Optimist,Optimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.7828993875917707,0.8473892636188007,0.19620020137076144,0.045487817861778246,0.5642563233551335,0.6145359099594478,0.1317103253437314
112,Optimist,Optimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.8331789741960851,0.9278637079864858,0.14592061476644702,0.6145359099594478,0.3812147324135059,0.6145359099594478,0.051235880976046366
114,Undefined,Trustful,best-fit rule (Undefined),17,0.6470588235294118,0.9790995889625321,0.6383885044180015,0.6647638582830984,0.3407110845445306,0.6589410571455343,0.03024649604403451,0.7457784114165902,0.31433573067943377
115,Envious,Envious,assigned rule,17,0.8823529411764706,0.5649915816219103,0.5051730628597423,0.5051730628597423,0.05981851876216804,0.09834922653002648,0.40491231571341135,0.360507168527325,0.05981851876216804
116,Optimist,Optimist,assigned rule,17,0.7647058823529411,0.8295587932862386,0.6925695903394269,0.7658115019768699,0.13698920294681172,0.3473480554596249,0.4205899670970679,0.27607908392329883,0.06374729130936874
117,Optimist,Optimist,assigned rule,17,0.7647058823529411,0.8295587932862386,0.532490324430928,0.605732236068371,0.2970684688553106,0.4205899670970679,0.5962376157402967,0.6694795273777396,0.2238265572178676
118,Optimist,Optimist,assigned rule,17,0.7058823529411765,0.9164132552123273,0.76581150197687,0.8775841213821715,0.15060175323545733,0.39177031030074405,0.18728589720615874,0.711928842117742,0.03882913383015585
119,Optimist,Optimist,assigned rule,17,0.8235294117647058,0.7147270241606074,0.4802377977254968,0.4822107378266137,0.2344892264351106,0.3501633451575231,0.3945684923436095,0.32132658070616654,0.23251628633399368
120,Envious,Envious,assigned rule,17,0.8823529411764706,0.5649915816219103,0.45830650508739623,0.5529912388777969,0.10668507653451409,0.24483304980491244,0.17159113816746946,0.24483304980491244,0.012000342744113435
121,Envious,Envious,assigned rule,17,0.8235294117647058,0.7147270241606074,0.4148432656073986,0.6696072653062982,0.2998837585532088,0.48140584661466546,0.5102426110660221,0.3057581979714367,0.04511975885430919
122,Envious,Envious,assigned rule,17,0.8235294117647058,0.7147270241606074,0.3201585318169979,0.5266158850127001,0.3945684923436095,0.3501633451575231,0.5102426110660221,0.3501633451575231,0.18811113914790734
123,Trustful,Trustful,assigned rule,17,0.6470588235294118,0.9790995889625321,0.8160910885811842,1.0435378267088982,0.16300850038134795,0.3812147324135059,0.4968888511359184,0.24997223095636356,-0.06443823774636603
124,Undefined,Pessimist,best-fit rule (Undefined),17,0.6470588235294118,0.9790995889625321,0.692569590339427,0.9337381474047137,0.28652999862310513,0.24997223095636356,0.13429811223395094,0.06105620059650796,0.045361441557818405
125,Optimist,Optimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.6925695903394269,0.9107758223715849,0.28652999862310524,0.7457784114165902,0.5412939983220049,0.49101441171769056,0.06832376659094719
126,Optimist,Optimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.4148432656073986,0.47633629840838576,0.5642563233551335,0.6589410571455343,0.14789355486756395,0.4544566440509489,0.5027632905541464
127,Trustful,Trustful,assigned rule,17,0.6470588235294118,0.9790995889625321,0.8043422097447284,0.9952311802057009,0.17475737921780377,0.2943773781424499,0.4544566440509489,0.7746151758679468,-0.016131591243168764
128,Undefined,Envious,best-fit rule (Undefined),17,0.47058823529411764,1.0399347534540846,1.0205755016757696,1.1406839710855587,0.01935925177831499,0.04864945345061755,0.6753710744510003,0.6021291628135573,-0.10074921763147415
129,Undefined,Trustful,best-fit rule (Undefined),13,0.6153846153846154,1.0167248755262976,0.5725150031453049,0.9356955816410343,0.44420987238099274,0.5399877568299567,0.5399877568299567,0.7493221814795322,0.08102929388526336
131,Trustful,Trustful,assigned rule,13,0.7692307692307693,0.8348381080955067,0.514446733748115,0.6229013133032737,0.32039137434739173,0.3581009893991658,0.5674354140487413,0.6255036834459312,0.21193679479223304
135,Envious,Envious,assigned rule,16,0.9375,0.382374286644794,0.2479037511425633,0.2888426281459129,0.1344705355022307,0.1651095977317971,0.21229006661701388,0.1344705355022307,0.09353165849888112
136,Envious,Envious,assigned rule,16,0.875,0.5886486632273765,0.44077096970786095,0.44077096970786095,0.14787769351951557,0.1541192854013827,0.20129975428659952,0.5886486632273765,0.14787769351951557
137,Optimist,Optimist,assigned rule,16,0.6875,0.9411224525623375,0.6601319074782945,0.6601319074782945,0.280990545084043,0.3836893235937804,0.5065930747363436,0.3836893235937804,0.280990545084043
138,Envious,Envious,assigned rule,16,0.875,0.5886486632273765,0.42269946877568115,0.42269946877568115,0.16594919445169537,0.5886486632273765,0.1706606920570331,0.20129975428659952,0.16594919445169537
139,Envious,Envious,assigned rule,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Envious,Envious,assigned rule,16,0.8125,0.7412964801529259,0.5185905008226441,0.693386218455762,0.2227059793302818,0.3539475712121489,0.4011280400973657,0.1838633511843688,0.04791026169716395
143,Trustful,Trustful,assigned rule,17,0.6470588235294118,0.9790995889625321,0.9991326795228118,0.9806047051770598,-0.020033090560279687,0.10348840768147749,0.3656463496787761,0.8190203230540332,-0.0015051162145276464
144,Envious,Envious,assigned rule,17,0.9411764705882353,0.3651891659823677,0.20448441309458534,0.2547639996988996,0.16070475288778238,0.1318679884364258,0.16070475288778238,0.16070475288778238,0.1104251662834681
146,Trustful,Trustful,assigned rule,17,0.6470588235294118,0.9790995889625321,0.43780559064052726,0.6711267681864692,0.5412939983220049,0.5856991455080913,0.28652999862310524,0.4544566440509489,0.3079728207760629
148,Pessimist,Pessimist,assigned rule,17,0.7058823529411765,0.9164132552123273,0.605732236068371,0.899026943535129,0.3106810191439563,0.14288075002007228,0.5884073438759847,0.18728589720615874,0.017386311677198285
149,Envious,Envious,assigned rule,17,0.8235294117647058,0.7147270241606074,0.7037830365360997,0.7481881837221862,0.010943987624507656,0.11684216761158117,0.22664184691576583,0.3945684923436095,-0.0334611595615788
150,Trustful,Trustful,assigned rule,14,0.6428571428571429,0.9918107815595227,0.9203850058412805,1.03535932544391,0.07142577571824227,0.49520577832981555,0.3547443484526003,0.21188720559545748,-0.043548543884387225
151,Undefined,Trustful,best-fit rule (Undefined),16,0.5,1.0450842200277801,0.8546135978537739,0.9552161275060747,0.19047062217400623,0.23974733991665964,0.2211096844035726,0.487651091059223,0.08986809252170547
152,Envious,Envious,assigned rule,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Pessimist,Pessimist,assigned rule,18,0.7222222222222222,0.8924800408963943,0.8141259753892504,0.8639369171803483,0.07835406550714397,0.48454506474200054,0.5901080941803407,0.39698392625767687,0.02854312371604606
154,Pessimist,Pessimist,assigned rule,18,0.8333333333333334,0.6900972838952698,0.3443101412806907,0.5269188344919656,0.3457871426145791,0.3457871426145791,0.303848948049942,0.5389113105372431,0.16317844940330417
155,Optimist,Optimist,assigned rule,18,0.8888888888888888,0.5433331970225614,0.4079349761543938,0.4973594469564389,0.13539822086816766,0.3921472236645347,0.19902305574187074,0.3921472236645347,0.04597375006612253
156,Envious,Envious,assigned rule,18,0.7777777777777778,0.804279368755536,0.779908085681148,0.7398332234342323,0.02437128307438796,0.11565908619415466,0.19767214300570746,0.6530933953975092,0.06444614532130366
157,Pessimist,Pessimist,assigned rule,18,0.7222222222222222,0.8924800408963943,0.6066072257498285,0.9744673396573067,0.2858728151465658,0.3278110097112029,0.19831167666224203,0.43892212082231397,-0.08198729876091237
158,Envious,Envious,assigned rule,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Undefined,Optimist,best-fit rule (Undefined),18,0.5,1.0400748622469156,0.9527806993482406,0.9527806993482406,0.08729416289867498,0.364294719950613,0.32421985770369743,0.6957647209662249,0.08729416289867498
160,Trustful,Trustful,assigned rule,16,0.875,0.5886486632273765,0.5061073170589098,0.5518448118001117,0.08254134616846676,0.3407449120848132,0.14787769351951557,0.24848022317181628,0.03680385142726483
161,Pessimist,Pessimist,assigned rule,16,0.6875,0.9411224525623375,0.6923854415180427,0.9630721911981235,0.2487370110442948,0.30586979247899715,0.1664246346807835,0.43086979247899715,-0.021949738635785976
163,Pessimist,Pessimist,assigned rule,17,0.6470588235294118,0.9790995889625321,0.9361995579909735,0.9361995579909735,0.04290003097155859,0.22113546650500693,0.2943773781424499,0.3812147324135059,0.04290003097155859
164,Pessimist,Pessimist,assigned rule,18,0.6666666666666666,0.9583706963014053,0.46096933406457263,1.0275016975674856,0.4974013622368326,0.3042771943141688,0.13140458064707605,0.6559987495853516,-0.0691310012660803
165,Undefined,Envious,best-fit rule (Undefined),18,0.7222222222222222,0.8924800408963943,0.46426775243578894,0.4992227792741604,0.4282122884606054,0.1619215637703758,0.2600731792182237,0.3494976500202689,0.3932572616222339
166,Optimist,Optimist,assigned rule,18,0.7777777777777778,0.804279368755536,0.3443101412806907,0.8882662849743426,0.45996922747484525,0.3507214486814556,0.6530933953975092,0.41803103291020816,-0.0839869162188066
169,Undefined,Trustful,best-fit rule (Undefined),14,0.6428571428571429,0.9918107815595227,1.009321612829604,1.0982582198179278,-0.01751083127008135,0.1603623827065659,0.5141102430791302,0.7435082799446692,-0.10644743825840508
170,Optimist,Optimist,assigned rule,16,0.875,0.5886486632273765,0.3039410606575484,0.5647701927701416,0.28470760256982813,0.37138397431437964,0.20129975428659952,0.5886486632273765,0.0238784704572349
171,Envious,Envious,assigned rule,16,0.5625,1.0337836283162776,0.6025645036867802,0.8653098994685002,0.4312191246294974,0.18126627931994033,0.25908581043472356,0.3062662793199403,0.16847372884777734
172,Optimist,Optimist,assigned rule,16,0.75,0.856362344486913,0.7052161275060747,0.9712757571144699,0.1511462169808383,0.5161939044313527,0.46901343554613595,0.43837437331656953,-0.11491341262755694
173,Undefined,Envious,best-fit rule (Undefined),16,0.625,0.9995182229527452,0.6824331289685571,0.7830356586208579,0.31708509398418805,0.1941813428416247,0.44208509398418805,0.7516144718101818,0.21648256433188728
174,Envious,Envious,assigned rule,16,0.625,0.9995182229527452,0.899697817881554,1.0418924992506262,0.09982040507119117,0.1941813428416247,0.4114460317546217,0.22482040507119117,-0.04237427629788104
176,Optimist,Optimist,assigned rule,16,0.6875,0.9411224525623375,0.637348908940777,0.637348908940777,0.3037735436215605,0.6009540125067773,0.7238577636493406,0.26078557245121703,0.3037735436215605
177,Optimist,Optimist,assigned rule,16,0.6875,0.9411224525623375,1.0309394097634212,1.0718782867667709,-0.08981695720108374,0.3836893235937804,-0.08147911646177997,0.4225319517396934,-0.13075583420443337
178,Optimist,Optimist,assigned rule,16,0.875,0.5886486632273765,0.2888426281459129,0.5927836888034612,0.29980603508146364,0.1541192854013827,0.4185644431995964,0.5886486632273765,-0.004135025576084694
179,Envious,Envious,assigned rule,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Pessimist,Pessimist,assigned rule,16,0.8125,0.7412964801529259,0.0,0.7820348816831386,0.7412964801529259,0.5712122601251458,0.524031791239929,0.3539475712121489,-0.04073840153021269
